Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Spend,ROI,Location,Language,Clicks,Impressions,Customer_Segment,Date,Company
748804,Men 35-44,Market Expansion,45 Days,Instagram,"0,12","8026,91","6,78",Los Angeles,French,20989,63690,Fashion,2022-08-20 00:00:00,Attire Artistry
818556,Women 18-24,Brand Awareness,60 Days,Twitter,"0,06","11467,3","2,55",New York,Spanish,30355,91431,Food,2022-02-04 00:00:00,Feast Flavors
235427,Women 18-24,Market Expansion,15 Days,Pinterest,"0,13","2171,13","1,345966895",Las Vegas,French,3120,11141,Food,2022-04-29 00:00:00,Culinary Quest
423652,Men 25-34,Brand Awareness,15 Days,Pinterest,"0,02","3366,18","0,822237413",Los Angeles,English,4895,16922,Food,2022-06-20 00:00:00,Savor Street
294256,Men 25-34,Product Launch,60 Days,Facebook,"0,13",15000,"0,79",Los Angeles,English,39579,118755,Fashion,2022-12-08 00:00:00,Attire Artistry
275616,Women 25-34,Product Launch,60 Days,Facebook,"0,13","12658,21","5,37",New York,English,33501,100749,Food,2022-01-30 00:00:00,Nosh Nirvana
719364,Men 35-44,Increase Sales,45 Days,Pinterest,"0,02","8553,89","0,750738507",Las Vegas,Spanish,13176,43885,Fashion,2022-08-25 00:00:00,Mode Maven
558214,Women 25-34,Product Launch,15 Days,Facebook,"0,03","2528,89","6,21",Miami,Spanish,6180,19825,Fashion,2022-10-18 00:00:00,Mode Maven
416790,Women 35-44,Market Expansion,60 Days,Twitter,"0,08",15000,"6,32",New York,English,39154,117494,Food,2022-08-24 00:00:00,Gastronomy Guild
361450,Women 25-34,Brand Awareness,30 Days,Instagram,"0,13",7106,"0,4",Las Vegas,Spanish,18483,56268,Fashion,2022-12-18 00:00:00,Glam Garments
988763,Women 25-34,Product Launch,15 Days,Twitter,"0,09","3275,8","7,43",Austin,English,8092,25489,Fashion,2022-07-21 00:00:00,Silk & Style
672450,Women 35-44,Product Launch,45 Days,Pinterest,"0,04","8274,24","0,114398249",New York,English,12726,42420,Food,2022-09-10 00:00:00,Palate Paradise
782062,Men 35-44,Increase Sales,15 Days,Facebook,"0,04","2380,01","7,43",Miami,Spanish,5819,18756,Food,2022-12-29 00:00:00,Savor Street
921064,Men 18-24,Market Expansion,45 Days,Twitter,"0,11","7993,51","1,09",New York,Spanish,20895,63412,Food,2022-08-10 00:00:00,Epicurean Edge
558032,Women 25-34,Brand Awareness,45 Days,Facebook,"0,05","10278,5","2,57",Las Vegas,French,27105,81807,Fashion,2022-01-26 00:00:00,Mode Maven
197739,Women 18-24,Increase Sales,30 Days,Facebook,"0,02","4781,63","0,02",Los Angeles,Spanish,12177,37589,Fashion,2022-11-07 00:00:00,Vogue Visions
133087,Women 25-34,Market Expansion,30 Days,Instagram,"0,13","6332,43","1,4",Las Vegas,French,16398,50091,Food,2022-10-30 00:00:00,Culinary Quest
362227,Women 35-44,Increase Sales,45 Days,Pinterest,"0,08","10902,17","0,832962249",Las Vegas,English,16918,56070,Fashion,2022-12-03 00:00:00,Mode Maven
493847,Men 18-24,Increase Sales,30 Days,Pinterest,"0,02","6098,73","0,1698099",New York,English,9258,31129,Food,2022-09-17 00:00:00,Dine Divine
329495,Women 35-44,Product Launch,15 Days,Twitter,"0,06","2476,65","0,4",Las Vegas,English,6052,19447,Food,2022-10-09 00:00:00,Savor Street
166221,Women 35-44,Market Expansion,15 Days,Facebook,"0,09","1066,95","4,04",Austin,Spanish,2985,10361,Fashion,2022-06-22 00:00:00,Vogue Visions
196231,Men 25-34,Increase Sales,45 Days,Facebook,"0,11","9812,25","4,3",Las Vegas,English,25853,78096,Fashion,2022-12-19 00:00:00,Chic Couture
376257,Men 35-44,Market Expansion,15 Days,Instagram,"0,1","3902,88","5,6",Las Vegas,Spanish,9773,30468,Food,2022-07-10 00:00:00,Gourmet Grove
784890,Men 35-44,Product Launch,15 Days,Instagram,"0,14","3271,17","1,35",Los Angeles,English,8080,25454,Fashion,2022-01-28 00:00:00,Silk & Style
647636,Men 25-34,Market Expansion,15 Days,Pinterest,"0,02",500,"1,326304696",New York,English,1181,4826,Food,2022-03-03 00:00:00,Gastronomy Guild
613939,Women 18-24,Product Launch,15 Days,Twitter,"0,12","1572,16","1,86",Las Vegas,English,3959,13246,Fashion,2022-12-10 00:00:00,Style Sphere
845501,Men 25-34,Brand Awareness,30 Days,Facebook,"0,01","6162,39","2,48",New York,French,15936,48723,Food,2022-09-11 00:00:00,Feast Flavors
553007,Women 25-34,Brand Awareness,15 Days,Instagram,"0,07","1777,14","5,79",Austin,English,4385,14510,Fashion,2022-01-09 00:00:00,Trend Tailors
804463,Women 35-44,Market Expansion,15 Days,Facebook,"0,1","1157,97","4,99",New York,English,3149,10847,Food,2022-02-27 00:00:00,Savor Street
670710,Men 18-24,Increase Sales,60 Days,Facebook,"0,07","12645,05","3,61",Miami,Spanish,33466,100646,Food,2022-09-21 00:00:00,Dine Divine
628556,Men 25-34,Brand Awareness,60 Days,Pinterest,"0,13","14334,45","1,211906448",Los Angeles,English,21927,72380,Food,2022-02-25 00:00:00,Dine Divine
767706,Men 25-34,Product Launch,15 Days,Instagram,"0,07","1936,2","5,01",Los Angeles,French,4749,15588,Fashion,2022-01-17 00:00:00,Glam Garments
937098,Men 18-24,Market Expansion,45 Days,Pinterest,"0,07","8862,78","0,931273244",New York,English,13658,45456,Fashion,2022-06-19 00:00:00,Runway Rebels
251208,Women 18-24,Increase Sales,60 Days,Twitter,"0,09","12798,07","3,66",Los Angeles,French,33867,101836,Food,2022-11-03 00:00:00,Epicurean Edge
589248,Women 25-34,Product Launch,60 Days,Facebook,"0,05","12511,17","1,21",Miami,English,33114,99604,Fashion,2022-10-18 00:00:00,Chic Couture
890723,Men 18-24,Product Launch,15 Days,Pinterest,"0,12","865,59","0,713201582",Las Vegas,English,1539,5994,Fashion,2022-01-31 00:00:00,Fiber Fashion
376171,Men 25-34,Product Launch,15 Days,Pinterest,"0,09","1718,33","1,135045124",Miami,French,2502,9127,Fashion,2022-05-31 00:00:00,Style Sphere
554521,Women 25-34,Market Expansion,15 Days,Twitter,"0,01",500,"1,38",Miami,French,950,4335,Food,2022-02-12 00:00:00,Epicurean Edge
949942,Women 35-44,Market Expansion,45 Days,Twitter,"0,12","11075,98","3,07",Las Vegas,French,29283,88257,Fashion,2022-10-07 00:00:00,Chic Couture
297377,Women 18-24,Increase Sales,45 Days,Facebook,"0,12","10101,75","7,99",Los Angeles,Spanish,26630,80398,Fashion,2022-03-08 00:00:00,Trend Tailors
240279,Men 35-44,Increase Sales,15 Days,Facebook,"0,11","3865,5","4,45",New York,Spanish,9671,30167,Fashion,2022-06-03 00:00:00,Glam Garments
667629,Women 35-44,Increase Sales,15 Days,Twitter,"0,1","2289,64","5,42",New York,French,5600,18106,Food,2022-12-07 00:00:00,Dine Divine
682555,Men 25-34,Increase Sales,45 Days,Instagram,"0,06","10281,16",3,New York,Spanish,27114,81831,Fashion,2022-04-27 00:00:00,Attire Artistry
528664,Women 18-24,Brand Awareness,45 Days,Instagram,"0,13","9843,76","6,02",New York,Spanish,25937,78345,Food,2022-05-08 00:00:00,Savor Street
363910,Women 18-24,Product Launch,15 Days,Pinterest,"0,03","1666,59","0,293145512",Las Vegas,Spanish,2437,8918,Food,2022-01-23 00:00:00,Culinary Quest
326212,Men 25-34,Increase Sales,30 Days,Pinterest,"0,04","5596,95","0,16266001",Austin,Spanish,8457,28520,Fashion,2022-01-03 00:00:00,Chic Couture
820635,Women 18-24,Brand Awareness,60 Days,Facebook,"0,09","14673,27","5,51",Los Angeles,English,37926,113857,Fashion,2022-02-14 00:00:00,Style Sphere
893538,Men 35-44,Product Launch,60 Days,Facebook,"0,05",15000,"2,67",Miami,English,39117,117386,Fashion,2022-10-05 00:00:00,Attire Artistry
777002,Women 35-44,Market Expansion,45 Days,Instagram,"0,08","8516,89","3,28",Los Angeles,Spanish,22334,67675,Food,2022-05-28 00:00:00,Epicurean Edge
861538,Men 18-24,Product Launch,60 Days,Facebook,"0,11","13757,53","4,68",Los Angeles,French,36156,108614,Food,2022-10-10 00:00:00,Gastronomy Guild
160696,Men 25-34,Brand Awareness,15 Days,Twitter,"0,04","2133,81","0,88",Miami,French,5222,16988,Food,2022-03-27 00:00:00,Epicurean Edge
531500,Men 18-24,Brand Awareness,60 Days,Pinterest,"0,03","13344,37","0,312807711",Miami,Spanish,20683,68329,Food,2022-02-21 00:00:00,Savor Street
737684,Men 35-44,Product Launch,45 Days,Twitter,"0,14","10200,48","5,55",Las Vegas,Spanish,26900,81199,Food,2022-12-13 00:00:00,Culinary Quest
791484,Men 25-34,Brand Awareness,60 Days,Instagram,"0,15","11896,98","2,82",Austin,Spanish,31500,94824,Food,2022-05-19 00:00:00,Gourmet Grove
939239,Men 18-24,Market Expansion,15 Days,Twitter,"0,03","3710,35","0,41",Los Angeles,French,9254,28930,Fashion,2022-10-03 00:00:00,Vogue Visions
121013,Women 18-24,Market Expansion,60 Days,Instagram,"0,04","12500,23","0,59",Los Angeles,Spanish,33084,99516,Fashion,2022-11-20 00:00:00,Chic Couture
788556,Men 25-34,Increase Sales,30 Days,Instagram,"0,03","6210,78","4,43",Austin,French,16066,49107,Food,2022-08-19 00:00:00,Gastronomy Guild
651497,Men 25-34,Brand Awareness,30 Days,Twitter,"0,14","5371,21","0,52",Las Vegas,English,13780,42337,Fashion,2022-01-08 00:00:00,Vogue Visions
819452,Men 18-24,Brand Awareness,15 Days,Instagram,"0,1","2264,23","5,83",Austin,English,5541,17933,Fashion,2022-10-05 00:00:00,Fiber Fashion
817812,Men 18-24,Brand Awareness,45 Days,Pinterest,"0,04","8027,73","0,457592995",Miami,English,12328,41124,Food,2022-11-13 00:00:00,Dine Divine
782204,Women 25-34,Market Expansion,30 Days,Instagram,"0,11","6052,91","7,94",Las Vegas,French,15643,47854,Fashion,2022-04-04 00:00:00,Glam Garments
452815,Women 25-34,Increase Sales,60 Days,Facebook,"0,1",15000,"4,62",Miami,French,38836,116553,Fashion,2022-07-30 00:00:00,Runway Rebels
401734,Women 18-24,Market Expansion,30 Days,Pinterest,"0,04","6331,08","1,283405353",Los Angeles,Spanish,9628,32333,Fashion,2022-03-20 00:00:00,Silk & Style
904407,Women 18-24,Product Launch,15 Days,Facebook,"0,08","3171,83","4,78",Miami,English,7822,24689,Fashion,2022-09-24 00:00:00,Chic Couture
251771,Men 25-34,Increase Sales,30 Days,Twitter,"0,12","4493,96","3,52",New York,English,11393,35266,Food,2022-03-06 00:00:00,Culinary Quest
424115,Women 18-24,Increase Sales,45 Days,Pinterest,"0,12","8307,5","0,65064004",Las Vegas,French,12780,42597,Fashion,2022-09-25 00:00:00,Glam Garments
206792,Men 35-44,Brand Awareness,15 Days,Facebook,"0,02","3759,79","2,82",Los Angeles,French,9388,29327,Food,2022-06-03 00:00:00,Gourmet Grove
187897,Men 25-34,Market Expansion,30 Days,Pinterest,"0,08","6341,64","0,066136488",New York,Spanish,9644,32385,Fashion,2022-11-30 00:00:00,Silk & Style
769190,Men 18-24,Brand Awareness,15 Days,Instagram,"0,13","2688,3","1,15",Miami,French,6578,21004,Fashion,2022-08-17 00:00:00,Silk & Style
436744,Men 18-24,Product Launch,45 Days,Twitter,"0,08","10471,25","7,73",Miami,French,27638,83383,Food,2022-06-03 00:00:00,Feast Flavors
741655,Men 18-24,Increase Sales,30 Days,Pinterest,"0,15","5165,05","0,327107493",Austin,English,7772,26289,Food,2022-05-31 00:00:00,Bistro Bliss
896747,Women 35-44,Product Launch,30 Days,Facebook,"0,02","5825,47","4,9",Miami,English,15019,46006,Food,2022-06-17 00:00:00,Savor Street
429675,Women 18-24,Increase Sales,45 Days,Twitter,"0,04","9592,46","5,39",Austin,Spanish,25231,76256,Food,2022-12-23 00:00:00,Gastronomy Guild
828057,Women 18-24,Brand Awareness,30 Days,Pinterest,"0,06","4164,4","0,8883739",New York,English,6162,21048,Fashion,2022-07-31 00:00:00,Fiber Fashion
666202,Women 25-34,Market Expansion,45 Days,Instagram,"0,04","10717,64","7,85",Austin,French,28309,85371,Fashion,2022-02-15 00:00:00,Trend Tailors
812940,Women 35-44,Increase Sales,60 Days,Pinterest,"0,1","11441,68","0,573778716",Miami,French,17786,58894,Fashion,2022-01-05 00:00:00,Fiber Fashion
830617,Women 18-24,Product Launch,15 Days,Facebook,"0,05","2278,15","4,94",New York,French,5571,18022,Food,2022-04-20 00:00:00,Dine Divine
779181,Women 18-24,Increase Sales,30 Days,Pinterest,"0,05","5262,81","0,302082876",Miami,Spanish,7923,26779,Food,2022-09-20 00:00:00,Epicurean Edge
575870,Men 18-24,Increase Sales,45 Days,Instagram,"0,03","8445,71","0,56",Las Vegas,English,22140,67098,Fashion,2022-02-12 00:00:00,Attire Artistry
698059,Men 18-24,Market Expansion,60 Days,Twitter,"0,05","13982,84","1,26",New York,English,36632,110026,Food,2022-06-25 00:00:00,Culinary Quest
919844,Women 35-44,Increase Sales,15 Days,Pinterest,"0,03","2222,26","0,334257383",New York,Spanish,3192,11376,Food,2022-02-23 00:00:00,Savor Street
318660,Women 25-34,Market Expansion,30 Days,Instagram,"0,03","6967,23","7,68",New York,Spanish,18109,55160,Fashion,2022-03-07 00:00:00,Fiber Fashion
690608,Men 35-44,Product Launch,30 Days,Twitter,"0,06","5772,15","5,4",Los Angeles,French,14870,45567,Fashion,2022-05-18 00:00:00,Chic Couture
634458,Men 18-24,Increase Sales,45 Days,Instagram,"0,1","9476,33","3,45",Miami,English,24912,75310,Food,2022-01-11 00:00:00,Dine Divine
471799,Men 35-44,Product Launch,60 Days,Instagram,"0,08","13040,07","3,47",Los Angeles,French,34477,103642,Food,2022-06-13 00:00:00,Gastronomy Guild
821958,Women 25-34,Increase Sales,60 Days,Twitter,"0,15","12807,25","7,32",New York,Spanish,33893,101912,Food,2022-06-29 00:00:00,Nosh Nirvana
878098,Men 18-24,Increase Sales,15 Days,Twitter,"0,06","1891,52","7,66",Los Angeles,French,4647,15283,Food,2022-02-20 00:00:00,Nosh Nirvana
994424,Women 25-34,Product Launch,45 Days,Twitter,"0,11","8947,55","7,94",Las Vegas,French,23490,71099,Fashion,2022-01-06 00:00:00,Attire Artistry
664821,Women 25-34,Brand Awareness,45 Days,Facebook,"0,08","9683,9","6,92",Las Vegas,French,25493,77031,Fashion,2022-01-09 00:00:00,Style Sphere
128468,Men 35-44,Increase Sales,15 Days,Pinterest,"0,09","2048,98","1,367416567",Los Angeles,Spanish,2946,10575,Food,2022-09-14 00:00:00,Epicurean Edge
296288,Women 35-44,Market Expansion,60 Days,Instagram,"0,12",15000,"6,74",Las Vegas,French,39411,118257,Food,2022-05-18 00:00:00,Culinary Quest
928245,Men 25-34,Market Expansion,60 Days,Instagram,"0,09","11961,28","7,28",New York,Spanish,31668,95320,Food,2022-07-29 00:00:00,Culinary Quest
113085,Women 35-44,Product Launch,45 Days,Pinterest,"0,02","10749,58","1,11180798",Los Angeles,English,16675,55278,Fashion,2022-04-08 00:00:00,Silk & Style
127788,Women 18-24,Market Expansion,30 Days,Instagram,"0,03","6805,58","2,18",New York,Spanish,17669,53856,Food,2022-05-05 00:00:00,Palate Paradise
531497,Women 25-34,Product Launch,45 Days,Twitter,"0,01","10733,79","0,84",New York,Spanish,28351,85495,Food,2022-12-14 00:00:00,Palate Paradise
927772,Women 18-24,Increase Sales,60 Days,Twitter,"0,04",15000,"5,1",Austin,Spanish,39279,117865,Food,2022-08-29 00:00:00,Epicurean Edge
393585,Men 18-24,Product Launch,60 Days,Facebook,"0,14","14123,58","0,2",Austin,English,36926,110895,Food,2022-12-10 00:00:00,Nosh Nirvana
956774,Women 25-34,Market Expansion,60 Days,Pinterest,"0,1",15000,"0,648852567",Miami,English,22702,74901,Fashion,2022-07-05 00:00:00,Mode Maven
908485,Women 35-44,Brand Awareness,30 Days,Twitter,"0,02","6319,61","3,88",Austin,French,16365,49992,Fashion,2022-11-23 00:00:00,Trend Tailors
408834,Women 25-34,Product Launch,60 Days,Twitter,"0,03","13455,62","4,71",Austin,Spanish,35478,106608,Food,2022-12-03 00:00:00,Epicurean Edge
901885,Women 35-44,Increase Sales,45 Days,Facebook,"0,06","10443,87","4,38",Miami,French,27557,83145,Food,2022-07-27 00:00:00,Gourmet Grove
929403,Men 25-34,Brand Awareness,15 Days,Instagram,"0,09","677,17","7,02",Austin,French,2335,8437,Food,2022-06-05 00:00:00,Feast Flavors
270443,Women 25-34,Brand Awareness,30 Days,Instagram,"0,09","4393,88","0,26",Los Angeles,Spanish,11118,34453,Fashion,2022-12-04 00:00:00,Vogue Visions
714775,Men 35-44,Brand Awareness,30 Days,Facebook,"0,09","6343,1","4,03",Miami,Spanish,16425,50171,Fashion,2022-08-31 00:00:00,Silk & Style
797212,Women 25-34,Brand Awareness,45 Days,Pinterest,"0,03","7826,55","0,046474289",Miami,French,12005,40071,Food,2022-07-16 00:00:00,Feast Flavors
299887,Women 25-34,Market Expansion,45 Days,Twitter,"0,12","11071,32","2,2",Austin,Spanish,29270,88218,Food,2022-02-05 00:00:00,Culinary Quest
176970,Women 18-24,Market Expansion,60 Days,Facebook,"0,05","14153,09","7,68",Miami,English,36986,111073,Fashion,2022-04-15 00:00:00,Runway Rebels
936888,Men 25-34,Brand Awareness,15 Days,Facebook,"0,04","3975,14","0,08",Miami,Spanish,9973,31061,Fashion,2022-06-13 00:00:00,Vogue Visions
239552,Women 25-34,Product Launch,15 Days,Pinterest,"0,07","2681,87","0,759675871",New York,English,3854,13530,Fashion,2022-06-08 00:00:00,Silk & Style
300307,Women 35-44,Brand Awareness,15 Days,Twitter,"0,14","1168,5","1,86",Miami,English,3167,10902,Fashion,2022-11-07 00:00:00,Trend Tailors
838407,Women 25-34,Product Launch,45 Days,Twitter,"0,04","9805,18","0,27",Austin,English,25832,78034,Food,2022-11-16 00:00:00,Bistro Bliss
836998,Women 18-24,Brand Awareness,60 Days,Pinterest,"0,03","13609,8","0,092948577",Miami,French,21047,69514,Food,2022-07-09 00:00:00,Feast Flavors
176089,Men 18-24,Product Launch,45 Days,Twitter,"0,1","10748,21","0,49",Las Vegas,English,28389,85608,Fashion,2022-08-18 00:00:00,Runway Rebels
749944,Men 18-24,Increase Sales,30 Days,Twitter,"0,04","7093,96","3,85",Austin,English,18449,56168,Fashion,2022-02-20 00:00:00,Mode Maven
896308,Men 25-34,Increase Sales,45 Days,Facebook,"0,12","11369,49","1,88",Austin,Spanish,30082,90623,Fashion,2022-06-21 00:00:00,Style Sphere
878406,Men 18-24,Market Expansion,60 Days,Pinterest,"0,03",15000,"0,816874995",Miami,French,22633,74678,Food,2022-09-15 00:00:00,Culinary Quest
339066,Women 18-24,Brand Awareness,15 Days,Instagram,"0,05","1855,67","0,81",Las Vegas,French,4559,15025,Fashion,2022-07-01 00:00:00,Attire Artistry
608573,Men 35-44,Product Launch,30 Days,Facebook,"0,1","5441,99","6,06",New York,French,13975,42914,Food,2022-06-08 00:00:00,Gourmet Grove
755813,Men 25-34,Product Launch,45 Days,Pinterest,"0,12","9694,17","1,167219632",New York,Spanish,14988,49786,Food,2022-01-06 00:00:00,Epicurean Edge
916568,Women 18-24,Product Launch,45 Days,Pinterest,"0,07","9071,27","0,505854756",Las Vegas,Spanish,13986,46521,Food,2022-09-14 00:00:00,Epicurean Edge
170407,Men 35-44,Brand Awareness,60 Days,Instagram,"0,14","13998,02","6,97",New York,Spanish,36663,110118,Food,2022-10-02 00:00:00,Epicurean Edge
755308,Women 25-34,Product Launch,30 Days,Pinterest,"0,03","4497,06","1,372778985",Austin,French,6696,22784,Food,2022-07-04 00:00:00,Feast Flavors
339772,Men 35-44,Increase Sales,15 Days,Facebook,"0,1","634,84","7,49",Las Vegas,Spanish,2271,8246,Food,2022-06-25 00:00:00,Bistro Bliss
157122,Women 25-34,Market Expansion,15 Days,Twitter,"0,13","1069,14","6,42",Miami,Spanish,2988,10372,Food,2022-02-27 00:00:00,Palate Paradise
432616,Women 18-24,Market Expansion,15 Days,Instagram,"0,11","3029,82","2,12",Austin,English,7459,23615,Fashion,2022-11-07 00:00:00,Chic Couture
492889,Women 18-24,Increase Sales,60 Days,Instagram,"0,11","13126,96","7,16",Los Angeles,English,34692,104279,Food,2022-05-06 00:00:00,Feast Flavors
354835,Women 25-34,Product Launch,30 Days,Facebook,"0,06","5707,35","1,93",Miami,English,14700,45063,Food,2022-05-20 00:00:00,Epicurean Edge
337719,Women 18-24,Product Launch,60 Days,Pinterest,"0,06","13036,36","1,285192826",Las Vegas,French,20243,66895,Fashion,2022-09-18 00:00:00,Runway Rebels
185398,Women 25-34,Increase Sales,60 Days,Facebook,"0,13","11618,7","2,54",Los Angeles,Spanish,30765,92647,Food,2022-06-19 00:00:00,Bistro Bliss
750671,Women 35-44,Market Expansion,45 Days,Pinterest,"0,03","11286,24","0,580928607",Las Vegas,English,17536,58082,Fashion,2022-11-22 00:00:00,Runway Rebels
145154,Men 18-24,Market Expansion,60 Days,Pinterest,"0,09","14284,8","0,940210607",Los Angeles,French,21875,72209,Food,2022-07-29 00:00:00,Gourmet Grove
881514,Women 35-44,Market Expansion,30 Days,Twitter,"0,01","7619,92","3,05",Las Vegas,Spanish,19869,60371,Food,2022-01-29 00:00:00,Gastronomy Guild
552766,Women 35-44,Increase Sales,30 Days,Instagram,"0,05","4188,08","7,65",Austin,Spanish,10554,32782,Fashion,2022-09-07 00:00:00,Chic Couture
554065,Men 35-44,Increase Sales,60 Days,Facebook,"0,06","13053,15","2,37",Austin,French,34510,103740,Food,2022-09-06 00:00:00,Feast Flavors
948964,Men 35-44,Increase Sales,45 Days,Facebook,"0,05","7782,53","7,9",Las Vegas,English,20323,61718,Fashion,2022-07-15 00:00:00,Vogue Visions
267806,Men 35-44,Product Launch,15 Days,Facebook,"0,12","1107,13","1,14",Miami,Spanish,3058,10576,Food,2022-04-26 00:00:00,Nosh Nirvana
317901,Men 18-24,Market Expansion,60 Days,Pinterest,"0,11","13110,42","0,84726203",Los Angeles,Spanish,20350,67243,Food,2022-01-20 00:00:00,Bistro Bliss
570298,Women 35-44,Product Launch,45 Days,Facebook,"0,04","8698,33","3,72",Los Angeles,Spanish,22820,69115,Food,2022-03-13 00:00:00,Feast Flavors
579765,Women 35-44,Increase Sales,45 Days,Facebook,"0,07","9997,77","6,06",Las Vegas,English,26342,79547,Fashion,2022-09-13 00:00:00,Runway Rebels
500700,Men 25-34,Brand Awareness,15 Days,Pinterest,"0,12",500,"0,61667806",Miami,English,507,2634,Fashion,2022-03-13 00:00:00,Attire Artistry
664871,Women 18-24,Increase Sales,30 Days,Instagram,"0,03","5504,97","5,92",Austin,Spanish,14145,43419,Fashion,2022-02-09 00:00:00,Attire Artistry
655894,Women 35-44,Brand Awareness,30 Days,Twitter,"0,06","6230,55","4,98",New York,French,16119,49263,Food,2022-08-12 00:00:00,Epicurean Edge
661746,Women 35-44,Market Expansion,45 Days,Pinterest,"0,1","8459,34","0,597015861",Los Angeles,English,13025,43393,Fashion,2022-06-30 00:00:00,Attire Artistry
662602,Men 18-24,Product Launch,60 Days,Facebook,"0,08","13025,71","5,86",Miami,Spanish,34443,103542,Food,2022-12-28 00:00:00,Gastronomy Guild
476881,Women 25-34,Brand Awareness,45 Days,Twitter,"0,12","10504,59","3,44",Austin,Spanish,27727,83648,Fashion,2022-05-18 00:00:00,Runway Rebels
559010,Women 25-34,Product Launch,60 Days,Instagram,"0,1","14553,02","6,57",Austin,French,37726,113266,Food,2022-11-05 00:00:00,Savor Street
970266,Women 25-34,Increase Sales,15 Days,Twitter,"0,13","3147,86","6,74",Las Vegas,French,7761,24507,Fashion,2022-10-08 00:00:00,Attire Artistry
106857,Women 35-44,Increase Sales,60 Days,Twitter,"0,07","14941,2","4,46",Austin,English,38324,115038,Fashion,2022-09-25 00:00:00,Trend Tailors
370280,Men 25-34,Product Launch,60 Days,Instagram,"0,06","14135,82","3,4",New York,English,36951,110970,Fashion,2022-07-07 00:00:00,Trend Tailors
546678,Women 18-24,Market Expansion,60 Days,Pinterest,"0,09","13511,86","0,822237413",Austin,French,20913,69079,Food,2022-08-18 00:00:00,Culinary Quest
479846,Women 25-34,Increase Sales,60 Days,Twitter,"0,11","12406,55","3,84",Austin,French,32844,98805,Food,2022-10-22 00:00:00,Feast Flavors
831616,Women 35-44,Increase Sales,30 Days,Pinterest,"0,07","5822,63","0,818662468",Los Angeles,Spanish,8815,29686,Food,2022-05-11 00:00:00,Epicurean Edge
366842,Women 25-34,Product Launch,60 Days,Instagram,"0,03","13703,69","1,35",Miami,French,36033,108250,Fashion,2022-05-18 00:00:00,Style Sphere
270760,Women 18-24,Product Launch,15 Days,Facebook,"0,03","1831,21","3,77",New York,English,4506,14868,Fashion,2022-06-30 00:00:00,Mode Maven
409203,Men 18-24,Product Launch,60 Days,Facebook,"0,04","13398,77","0,57",Las Vegas,English,35341,106202,Fashion,2022-08-09 00:00:00,Attire Artistry
607728,Men 18-24,Market Expansion,30 Days,Twitter,"0,14","5848,85","2,22",Miami,Spanish,15083,46195,Fashion,2022-08-22 00:00:00,Silk & Style
852555,Women 18-24,Product Launch,45 Days,Facebook,"0,08","8081,33","6,19",Miami,Spanish,21137,64128,Food,2022-01-02 00:00:00,Nosh Nirvana
990723,Men 35-44,Brand Awareness,60 Days,Facebook,"0,08","11750,91","6,23",Las Vegas,Spanish,31118,93692,Fashion,2022-09-20 00:00:00,Trend Tailors
371094,Men 35-44,Product Launch,30 Days,Pinterest,"0,15","6968,38","1,320942279",New York,Spanish,10637,35618,Food,2022-09-13 00:00:00,Epicurean Edge
334489,Women 35-44,Increase Sales,30 Days,Facebook,"0,09","4839,95","6,14",New York,Spanish,12338,38065,Food,2022-07-21 00:00:00,Gourmet Grove
679255,Women 18-24,Brand Awareness,45 Days,Facebook,"0,15","9831,15","2,25",Austin,English,25905,78250,Fashion,2022-01-02 00:00:00,Trend Tailors
676383,Men 35-44,Increase Sales,45 Days,Facebook,"0,12","7883,95","6,48",Miami,English,20592,62513,Food,2022-08-26 00:00:00,Palate Paradise
686737,Women 35-44,Brand Awareness,60 Days,Pinterest,"0,13","14569,92","0,738226199",Miami,English,22174,73182,Fashion,2022-08-29 00:00:00,Style Sphere
589788,Women 25-34,Product Launch,60 Days,Instagram,"0,13",15000,"6,17",Las Vegas,Spanish,38932,116836,Fashion,2022-11-06 00:00:00,Style Sphere
371806,Women 18-24,Market Expansion,60 Days,Pinterest,"0,04","11937,91","1,426403164",Miami,French,18564,61429,Fashion,2022-07-25 00:00:00,Trend Tailors
843200,Women 25-34,Market Expansion,15 Days,Facebook,"0,1","1483,68","3,55",New York,French,3773,12696,Fashion,2022-10-13 00:00:00,Trend Tailors
291484,Women 25-34,Increase Sales,15 Days,Instagram,"0,05","3437,65","2,52",Austin,Spanish,8521,26759,Food,2022-10-01 00:00:00,Feast Flavors
799583,Women 35-44,Product Launch,45 Days,Instagram,"0,05","8596,67","0,69",Miami,Spanish,22552,68320,Food,2022-06-26 00:00:00,Palate Paradise
454368,Women 18-24,Brand Awareness,30 Days,Twitter,"0,12","7162,18","3,11",Austin,English,18638,56727,Food,2022-04-27 00:00:00,Feast Flavors
409913,Men 25-34,Market Expansion,15 Days,Twitter,"0,1","2601,31","6,02",Los Angeles,Spanish,6361,20361,Fashion,2022-12-17 00:00:00,Style Sphere
340747,Men 18-24,Increase Sales,45 Days,Facebook,"0,05","9203,27","2,42",New York,French,24177,73134,Fashion,2022-03-31 00:00:00,Fiber Fashion
721825,Men 35-44,Increase Sales,60 Days,Pinterest,"0,12",15000,"0,486192557",Las Vegas,French,23451,77342,Fashion,2022-02-28 00:00:00,Trend Tailors
